id,flags,content,video_num
8_2869,[0],"Try it and you'll be wiped off the planet.
",8
8_2870,[1],"FUCK ISLAM FUCK MUSLIM ASSES!!!!
MUSLIMS SAY THIS: YES WE INDEED PARASITES WE WANT TROUBLES!
PLEASE KILL US MUSLIMS PARASITES!!!
",8
8_2871,[0],"Isreal is one of the prime reasons that this is happening to Europe and western nations.
",8
8_2872,[0],"god bless the islam
",8
8_2873,[0],"before it's too late ...
",8
8_2874,[0],"Turks don't be nationalists we are all Muslims and Inshallah we will win the battle of Vienna for it shall happen again inshallah when the great conquest happens first we need to remove Israel and the Shiite Muslims then Inshallah the Islamic Caliphate rule shall return and Turkey will endure with power and reign supreme on the Balkan lands and russia.
As Rome will be liberated inshAllah.
And Allah knows best the Almighty The Greatest Allahu Akbar!
",8
8_2875,[1],"we need an ethnic cleansing now
",8
8_2876,[0],"You must be a nazi ??
Or a jew ?﻿
",8
8_2877,[0],"How this comment can be in the top comments ?!
",8
8_2878,[0],"FUCK YOU BITCH!
ROT IN FUCKING HELL!!﻿
",8
8_2879,[0],"Hitler and other 's fan SUCKS !
",8
8_2880,[0],"Support to Israel from Serbia.
Stop fucking Islamizacion !
",8
8_2881,[0],"The one sided Muslims: in their own countries they force non Muslims to convert to islam by any means necessary!
But when a Muslim converts to another religion : they will sentence that person to death!!
btw as a non muslim you are forbidden to enter the cities of mekka and Medina while muslims can go visit the vatican if they want.
There is only one ""God"" believe in him we are all part of God,you don't need a religion for that!
",8
8_2882,[0],"There is no islamification of europe.
",8
8_2883,[0],"read what you say
you act just lñike muslims
",8
8_2884,[0],"long live islam
",8
8_2885,[0],"man I don´t know why we didn´t kick them out of Europe they make only trouble.
Everything what this subhumans can is killing, stealing and go to the mosques.
",8
8_2886,[1],"KILL THEM ALL !!!
",8
8_2887,[0],"keine angst =) wir werden europa auch bald erobern :)
",8
8_2888,[0],"We Americans are very interested in the demographics of emigrees to various European countries.
How did you know?
",8
8_2889,[0],"0:18 Keep that shit out of America or else the guns come out.
",8
8_2890,[1],"We need to stand up as the white fucking race, take a weapon to the hand and kill all of these sandniggers one by one.
Dare to discriminate us in our own countries?
We don't even do that in the middle east to you, justice shall be served.
Justice will come you fucking subhumans.
",8
8_2891,[1],"Deport al muslims from Europe﻿
",8
8_2892,[0],"STOP FYROMUSLAMIA...VETO THE VARDARSKAN PSYCHOS
",8
8_2893,[0],"STOP GREKOS ECONOMIA...
EU ECONOMY EFFECTED BY GREECE!!!
",8
8_2894,[0],"NO more fucking minarets....anywhere
u must accept we GREEKS r doing the right-thing...bend-over
this ugly symbols of islam r NOT good in a civilized world nope
",8
8_2895,[0],"YES 1.4 MILLION MUSLIM GREEKS DOING RIGHT THING...
",8
8_2896,[0],"they r NOT Greeks,,we dont have muslims
in Greece...the only muslims we have in Greece r bogus-asylum
seekers that r using Greece as a half-way house b4 going 2the UK
",8
8_2897,[0],"but at least we r NOT killers of 2million ppl but,,
the Turks must keep trying to get in to MY club ahahaha fuck of Turkey
",8
8_2898,[0],"MUHAHAHA 2 MILLION TURKS KILLED IN GALLIPOLI AS ALL THE WORLD KNOW...
BRITISH, GREEK, FRENCH, RUSSIAN AND ARMENIANS TRIED THEIR CHANCE...
IT DIDN'T WORK CHICKY CHICCKY FUNNY BUNNY....
",8
8_2899,[0],"GREEKS ATTACKED IN 1821!
ARMENIAN DASHNAKSUTIUN FOUNDED IN 1890...
SO, HOW TURKS STARTED WAR IN 1915????
FUNNY BUNNY SHITTY PITTY...
LIARS ARE LIARS...
MUHAHAHA FUNNY BUNNY SHIT UNDER PANTS...
",8
8_2900,[0],"IF YOU KISS MY..
I CAN GIVE YOU MONEY TO SUPPORT YOUR ECONOMY, OK?
",8
8_2901,[1],"NO-more FEZed-pirates4Gaza ok?
DIE u dogs
",8
8_2902,[0],"Pirates live in South Cypriot...﻿
",8
8_2903,[0],"OXI GREKOS OXI!!!﻿
",8
8_2904,[0],"i havent seen the pirates 4a long time...
r they hiding??
i mean,,they r Turks after all = COWARD-BITCHES
they remind me of the Slavotourkobulgarian-FYROMonke­ys GRRR
",8
8_2905,[0],"Yes yes you are pirates of cypriot...
",8
8_2906,[1],"niggers and gays should be deported﻿
",8
8_2907,[0],"even the non-muslims among them??
them in gays n cape coloured?
thts not righteous brother
",8
8_2908,[0],"EU = Nazi union
",8
8_2909,[0],"If you think so it's in your own opinion.
But Europe is for europeans only.
We have fightning ever in this world for our live and whole christianity and we will do it again.
",8
8_2910,[0],"We are so small(Europe) and aren't still united.
",8
8_2911,[0],"and peoples in europe are stupid and ignorant just angry fuck islam fuck arab blabla everyday europe in many centuries dont have nothing poverty and misery and the muslims living good the christians Invented weapons to kill peoples and Plunder of wealth to build a Europe and im pure jewish im born in arab country and i know the truth
",8
8_2912,[0],"haha fucking europeens go crazy haha allah is great i take my diplome of hotelier in paris now i live in qatar with 8.000$ for mouth ohhh fuck poor europe
",8
8_2913,[0],"FIGHT FOR EUROPE!
WE NEED A CRUSADE!
",8
8_2914,[0],"ahah why jews will help u?
because of u europeans declare them roots of poor abraham ?
come if u dare we gonna fuck u up like at the past
",8
8_2915,[0],"Secularists are infertile sissies.
They abort their own children and contracepti themselves to oblivion.
God is going to allow Islam to eat them.
CATHOLIC STATE alone will survive.
Support a CATHOLIC STATE!!!!
",8
8_2916,[1],"DEPORT MUSLIM INVADERS!
In Italy, 95% of all rapists are Muslims.
Eighty-five percent of all murderers are Muslims...
Another telling statistic is that although the Muslims are 12% of France's population, 70 percent of a total of 60,775 prisoners in France are Muslims!
All of France's urban suburbs are being roamed by Muslim black African or Arabic gangs...
source: w w w .
h t m l (remove spaces from the link)
",8
8_2917,[0],"I live in a city where there is tons of muslims and I see them in there cars on the street eating at halal restaurants and I have to say.
I dont think I have ever seen a smiling muslim.
Always giving me bad looks and always with this depressed look on there face.
why so upset muslim.
This one hindu man told me once ""muslim people Garbage people""
",8
8_2918,[0],"Muslims are fools, Allah left Europe a long long time ago.
cause he knew, we wanted progress
Long live the free educated world and future
",8
8_2919,[1],"I'd not support Israel - but death to the Muslim pigs.
",8
8_2920,[1],"fuck europe die with ur hatred and racism haha europe is dead misery and crisis haha
",8
8_2921,[0],"the Pope is a great man.....and leader of all Christians....even if they don't admit it.
The Catechism is without contradiction.....it just need sophistication to read it.
CATHOLIC STATE for the future!!!
",8
8_2922,[0],"Nobody is listening to your imaginary drivel.
 Keep taking your beloved contraceptives and see where that will get you.
CATHOLIC STATE for the future......and you don't have to live there :P
",8
8_2923,[0],"many signs are given, the world is going to be islamic just in a few years, you just have to wait and enjoy.
",8
8_2924,[1],"MsScolar DEATH TO YOUR FAMILY......
",8
8_2925,[0],"that's what we'll see dirty rats;))﻿
",8
8_2926,[1],"""DEATH TO YOUR FAMILY......""
Typical Mohammedan behaviour.
MsScolar said Death to the violent terrorist Nazi-cult Islam which is very understandable looking at the death toll this ""religion"" has made since it was invented by the schizophrenic mass-murdering Arab Mohammed.
Are you interested in blowing you up to get 72 Islamic virgins?
Well, please tell to your terrorist friends that the industry needs many shahid for building implosions concerning old structures!
",8
8_2927,[1],"DEATH TO ISLAM!!!!!!!!!!!!!!!!!!!!!!!
",8
8_2928,[0],"get ready to disappear:))
",8
8_2929,[1],"good i hope muslim will burn europe thats what happen when you ungratfull choose to support muslim palestinians [over friend ] israel
",8
8_2930,[0],"Skanderberg was a legend of albania he defend the balkan from ottomans but idiot arabs are not ottomans arabs are almohads !!!!!!!!!!
",8
8_2931,[0],"Ottomans and Arabs (almost all of them) share the same violent, terrorist religion!
",8
8_2932,[0],"i dnt get it
",8
8_2933,[0],"Islamic fundamentalism may be a danger, just as any religious fanaticism is, but 9/11 was obviously an inside job, as WTC building Seven proves and Architects and Engineers for 9/11 truth explain in detail.
Ironically, more evidence points towards Mossad and other western intelligence agencies as being the perpetrators of this false flag operation.
Living a lie only emboldens and enables tyranny, no matter the religion.
",8
8_2934,[0],"We will do everything Islamize from Moscow, to New York and on to the southern hemisphere, all in Islamic hands!
",8
8_2935,[1],"Where's Hitler when you need him?
",8
8_2936,[0],"muslims and their murderous-cult dont belong in Europe nope
Europe needs another cleansing from this troublesome scum
",8
8_2937,[0],"you are the scum one here i bet you dont even know how our honer works
",8
8_2938,[0],"its Official,,the butchers of Turkey did curry-out the
Genocide of 2million Armenians and now Mustafa the FEZ has to
pay for his sins...not2forget the Genocide of Christians in CYPRUS
viva la FRANCE viva SARKOZY...Mustafa the FEZ is a psycho,Official
",8
8_2939,[0],"shut up,,u know u love been sodomised,,u r muslim
",8
8_2940,[0],"You have to differentiate between Muslim and Islam.When a Muslim behaves incorrectly and performs acts of terrorism you can not directly say is it the fault of Islams.You need to differentiate between practicing Muslims and others.Read the Kuran.Question:Is the rape of kids a part of Christianity?Just because it has made a pastor?
Terrorism is not a part of Islam,everyone can testify that if he had read the Kuran.
",8
8_2941,[0],"I know the difference.
Islam is the belief system (i.e Religion) and Muslim is a believer who has surrendered/submitted.
I know the difference.
A Muslim terrorist is usually a practicing muslim who uses certain verses of the Quaran and/or Sunnah to justify the use of low, scummy, honorless tactics to gain what they want.
And for that reason it is the Muslims fault (Yes all of them) for not stamping this out.
Muslims seem so ready to take out heretics infidels but not their own
",8
8_2942,[0],"are you muslim??﻿
",8
8_2943,[0],"Why many Arab symbols is Half Moon and star ?
because they worship Satan and devils.
only both of them like in the dark place or night.
They hate sun shine.
",8
8_2944,[0],", Stoning people to death, have no respect for women.
very backward people, have no respect for equality.
no nothing else except the old book.
almost all muslim have forgottan how to live on planet earth.
and it has nothng to with GOD.
it is just Religion.
",8
8_2945,[0],"LOL especially a dumb german hosted this shit .
What happend it the past ?
JEWS ARE NOT WELCOME ?
FUCK EUROPEAN UNION :) IM WESTERN 8-)
",8
8_2946,[0],"If the suicide bombers were Israelis, they were not animals, because animals are not demented.
Your argument for Israel is hollow.
Read the bible to find out why God has turned his back on the violent tribe of Jacob.
",8
8_2947,[1],"Why are some countries in the EU almost bankrupt even if they are not actually the most indebted countries of the EU.
Open your eyes people, don’t be someone’s slave!
Nazi (bosses of EU) laws and rules are not same for all countries even in EU!
Stop USA and NATO motherfuckers, you are playing with fire then you will burn!!!
",8
8_2948,[0],"Jews and Christians vs Islam makes everyone a loser.
9/11 was an Israeli plot.
",8
8_2949,[0],"Oh yeah, so one of the US' most loyal partners in crime, whos security depends entirely on the US defensive shield would just launch an attack on US soil.
Right, so were bigfoot, the lochness monster and aliens also involved.
Can you please tell me do you (A) know nothing about international relations, or are you (B) an anti-semite (C) high on drugs (D) stupid or (E) all of the above?
",8
8_2950,[0],"Wow, such a well reasoned and informative video.
It really made me think!
",8
8_2951,[1],""" We do respect your religion.""
""Pakistan"" respects Christianity?
Pakistan is one of the most intollerant and cruel nation on the face of the earth.
It's because you follow Mo-ham-mad (may this pig burn in hell forever) who was a barbarian, illiterate, mass-murdering bastard who brought only destruction during his miserable life and afterwards.
By the way, the creation of ""Pakistan"" was terrible.
""Pakistan"" belongs to India!
",8
8_2952,[0],"One day hopefully ""Pakistan"" will be liberated again by India and it will be an Indian province!
",8
8_2953,[0],"Leave Pakistan.Think of your Europe first ﻿
",8
8_2954,[0],"12 THEREFORE ALL THINGS WHATSOEVER YE WOULD THAT MEN SHOULD DO TO YOU, DO YE EVEN SO TO THEM: for this is the law and the prophets.
",8
8_2955,[0],"Host claims that he is a atheist and I happened to be just that and also from Turkey.
I'm afraid our form of atheism a little more progressive than European version by looking at some references below the video.
""Remember September 11""?
Are you like an evangelical atheist or something cause Im really not getting your sense of realism?
",8
8_2956,[1],"Support deportation of fascist and nazis now !
",8
8_2957,[0],"it is rasisme
",8
8_2958,[0],"Disgusting savage sandniggers.
",8
8_2959,[0],"people are so rude and hostile on Youtube.
Some of you are truly HOPELESS.
",8
8_2960,[0],"come ooon..i m from Turkey and travel all around the world...And i can surely say that my country more DEMOCRATIC and MODERN than any of country...If anyone claim the opposit than please come see how Turks live in Turkey...
",8
8_2961,[0],"how many innocent christian-priests had been murdered in ur so called
democratic islamist Turkey ??
AND,,how many Hojas have we killed in the EU??
",8
8_2962,[0],"If you accept it or not i don t care..Turkey is on it s way...And understand it TURKEY is not EL KAIDE you idiot...If you say that than you know nothing about Turkey..we do not kill christians in turkey about 1000 years..And also we lived with them and i have also lots of friends in turkey who is christians..Thats STUPID..
",8
8_2963,[0],"yes u r right "" Turkeys is on its way "" ,,,on its way out !!!
",8
8_2964,[0],"watch the vid.
of Austrian MP Ewald Statler talking about the
illiterate Anal-tolians murdering christian priests u Turkish-arsehole !!!
",8
8_2965,[0],"you complete idiot...FRANCE fucks muslim app.
100 in Algeria..France soldiers use algerian people like a slave and this is app millions of peoples died by french fire..This is not about only in France..But think about it..Christians genosides on muslims..but you gave me really spesific example about turkey..But i talking about turkish community..Not just one man or any group...YOU REALLY IDIOT...DO you know how many church in Turkey or in anatolia...Take a look at that..
",8
8_2966,[0],"Turkey is 99% + muslim,,not by accident but by design = MURDER
human rights and islam is a nono...the nutters of Mohammed belong in the ZOO
",8
8_2967,[0],"what is your problem with muslims..i guess u don t know the difference between arab and muslim..i know and i hate also some people who look like an animal like suudi kings or community..But in turkey people live like modern or what you call..there is democracy there is elections there is repuclic and soo on..i guess u have to change your vision about turks..we do not compare ISLAMIC THINGS with GOVERNMENT..since 1923 there is elections in Turkey..
",8
8_2968,[1],"please burn 1000 more haaaaaaaaaaaaaa
Ich habe nicht einen Esel mehr, als Sie Aber wissen Sie Zebra oder zu Hause
",8
8_2969,[0],"gamw ton kolon sou pushti gaourospore yie tis poutanas
",8
8_2970,[0],"Ihre Schwester und deine Mutter eine Hure
",8
8_2971,[0],"ok ok ,,i let u b my bitch u islamist burqa wearing whore
",8
8_2972,[0],"You can howl as you want, O son of a bitch
",8
8_2973,[0],"Sie können heulen wie du willst, du Sohn einer Hündin
",8
8_2974,[1],"fuck-off ignorant islamist terrorist bitch...blow ur self-up !!!﻿
",8
8_2975,[0],"ahahaha u've met ur match BITCH ahahaha allahuhaha﻿
",8
8_2976,[0],"12 THEREFORE ALL THINGS WHATSOEVER YE WOULD THAT MEN SHOULD DO TO YOU, DO YE EVEN SO TO THEM: FOR THIS IS THE LAW AND THE PROPHETS.
15 Beware of false prophets, which come to you in sheep's clothing (religion of peace), but inwardly they are ravening wolves.
16 Ye shall know them by their fruits.
7 For they have sown the wind, and they shall reap the whirlwind: it hath no stalk: the bud shall yield no meal: if so be it yield, the strangers shall swallow it up.
",8
8_2977,[0],"greece also speaking haaaaaaaaaaa
when europe fucking us for money and you join it union
we will be .and will be
and your racist dick give it in your ass
if you come to germany or ....
you will be fucking thier
because racist ass hole will stand infront you ,
dont think you are a white man and red ass and stupied head
",8
8_2978,[1],"Islam is the religion of terror...
KILL THE MUSLIMS
",8
8_2979,[0],"Europe is a place where people are free to follow and practice whichever religion they choose, and if you do not like it, then you can go and live somewhere else.
For those that follow, believe or promote this kind of sensationalist hatred, perhaps you should be reminded that this is how the persicution of the Jews started in the 1930s - we do not want to ever return to those days.
",8
8_2980,[0],"@Commenter#5519  That must be the reason why the biggest world religion is Islam -say what ever you want to say you have your opinion which is full of western propaganda
",8
8_2981,[0],"Islam is dying..
Wake up and look around you, I personally know many of my friends who are now atheists from being Muslims.
",8
8_2982,[0],"stop eurabia ?..haha..islam is not the enemy..STOP JEWISH ZIONISM..!!!..fuck israel..support free palestine..!!..
",8
8_2983,[1],"WE NEED AN ETHNIC CLEANSING NOW!!!
",8
8_2984,[0],"HAHAHAHA MAN SIEHT DOCH EINFACH DAS DIE EUROPÄER ANGST HABEN VOR TÜRKEN HAHAHAHA ARME LEUTE DIE CHRISTEN.
",8
8_2985,[0],"FUCK ISRAIL AND ALL PEOPLE THE THINK OSAMA HAVE THE TWIN TOWER ATTACKET XD ARE REALLY STUPID ^^ IM NOT A FAN OF OSAMA BUT IT HAVE THE Jews MAKED
",8
8_2986,[0],"Ok, there are 30 million people non Europeans living in Europe,only 5 milion of them are Arabs.
ARABS are the least of your worries,it should be called Eurindia or Euturkey or Eurostan.
Not all Muslims are Arabs,so no Turks and Pakis are NOT Arab,and Arabs are the least of your worries!.
Let me just mension that the FIRST 2 civilizations on earth were in Egypt(Arab) and Iraq(Arab)!
",8
8_2987,[0],"88% of the Muslim world population is non-Arab.
The majority of the Muslim world population resides outside of the Mid East.
Countries such as China and Russia have more Muslims than many Arab nations put together.
",8
8_2988,[1],"ETHNIC CLEANSING NOW!!!
",8
8_2989,[0],"bullshit fukn zionist kiss my ass u cannot do a shit bitch.
remember what u were before 60 yrs dont fuck the talks abt supporting israel the satanic state my balls
",8
8_2990,[0],"So kann man diese Zustände beenden:
DIE FREIHEIT - Partei für mehr Freiheit und Demokratie
",8
8_2991,[0],"don´t discriminate niggers, it´s not their fault to have been born that way
",8
8_2992,[0],"-According to a 2011 academic estimate, there is approximately 9 million Turks living in Europe, excluding those who live in Turkey.
-The current estimate of the Arab population in Europe is approximately 5 million
2 times more turks in europe.
org/wiki/Turks_in_Europe
org/wiki/Arabs_in_Europe
(PS:Remove the space between the (Dot .))
This is for the Turk:TheLadySelin and lazyand2prettyxD who got OWNED!
",8
8_2993,[0],"1- Actually Iraq and Iran DONT have shariah women and no they dont teach boys to kill,thats just a Euro rumor against islam which aparently you turks believed..i pitty you cause you dont know that!
2-Turkey is 90% muslim NOT 99%
3-i hate people who believe they are better than others,We also have pale skin,we have christians here, we are proud of our culture and dont want to be others,Europe might be muslim BUt NOT ARAB!i i dont hate turks i hate euro wanna-bes.
",8
8_2994,[0],"I'm not sure about shariah in Iraq,but in Iran there's still shariah...NO I live in Turkey...that is telling you that I know more things about my country than you...there is 99% MUSLIMS...even on wikipedia it the same thing ..I copied this from Wiki.(English) : "" Islam is the dominant religion of Turkey, it exceeds 99% ""
If this is not truth there is maybe 97% or 98% muslims......definitly not 90 %........Europe will be muslim......
",8
8_2995,[0],"No in iraq they dont have Sharia,neither in iran they are muslim Shiite ,and Shiite dont have sharia,also in iraq they are very civilised in citiies and were very rich befor invasion,and your right,the statistics i had were befor the Trade between you and the Greek,they gave you muslims and you gave them christians!islam is 96.1% of the population!
please do know how arabs live befor you say Sharia,it has ended in decades and they only folow i in Pakistan NOT arabs nor Iranis!
",8
8_2996,[0],"Whatever -.- .....I don't care!!!
",8
8_2997,[0],"its called stop eurabia cuz Euros think all muslims are arabs!!!just like you turks think Iranis are arabs when they are persians,just look at the other top comment and the this STUPID turkish guy is saying""Turkish people isnt Arab.Arabs are live in Suidi Arabia and İran.Turkey is very modern country"" ahahah wawwwww Retarted much,Turks and Iranis ARE NOT ARABS thats a thing you and Euros should learn,but you are way to retarted!
",8
8_2998,[1],"take all islamic scum out of europe
",8
8_2999,[0],"let kick your ass out of the Earth..moron!!!
",8
8_3000,[0],"oh what a comeback lol
",8
8_3001,[0],"oh like yours is better...xD...stupid rascist!!!
",8
8_3002,[0],"thanx to european parliament and our western european friends for not accepting turkey's membership to the european union !!!!!!
otherwise we would collapse all together with your debts ....time changing..better you guyz open your eyes and stop being snob for other nations , you lived in wealth for sometime becouse your grandfathers colonized poor africans , used natural sources of other nations , now you dont like these people .who will like your europe in next few years just wondering
",8
8_3003,[0],"@Commenter#1691  wow girl, u r half armenian, half christian, proud of that huh?
just research religions of lebanon on wiki, u will see that 25% is christian and 60% is muslim
also only lebanon has a big christian population, egypt's second and 5%.
and you still says that arab world is muslim and christian =S
totoal christian population of arab world: 4 mil
arab world: 300 mil
please don't sen posts more and don't disgrace yourself ;)
",8
8_3004,[1],"Turkey is normal muslim country, who doesn't belive can visit TURKEY and to see normal way of living,....iraq,iran...
""crazy"" countries with sariah law has to be burnt down because it not Islam it terrorisam and I'm normal european Muslim....
PEACE TO WORLD...﻿
",8
8_3005,[0],"Look at the World Map.
We Turks are the protector of Europe.
If There were no Turkey.
You would be face to face with real Radical Islam.
We have been fighting with radicals for 100 years.
Learn some fact.
We Turks love Europen People .
We are friend of Europe.
Also We don't want to be a part of Europe.
You are all radicals and racists.
",8
8_3006,[0],"During WW2, when Turks teamed up with Germany,the Turkish Sultan(President) declared Al-Jihad against the Allies, but WE Arabs said no and prevented the calling and kicked you out of the Middle East,so dont talk crap about Turkey protecting Europe and stick in your retarted country:)
",8
8_3007,[1],"TURKISH DIE IN HELL BI T C H E S !
",8
8_3008,[0],"You my ``friend´´ is what you would call a Nationalist.
You think of Eurabia?
But for Eurabia to exist?
i´d say that at least 90% of Europs population needs to be Muslim for it to be an ``Eurabia´´.
And, no one really cares about religion in politics!!!
You are a complete IDIOT!!!!!!!!!
",8
8_3009,[0],"Turkey is much more developed and civilised than any other arabic country!!
At least we don't get married to 9 year old girl!
",8
8_3010,[0],"Well we dont get married at 9, and turks are muslim too not just arabs but the difrence we once had culture and power and you were always euro wanna bes :), so your contradicting your self ,now go back to your retarted mongol country and out of europe!
",8
8_3011,[0],"The white race is the superior race.
That can´t be denied.
Also, it´s not about trying to exterminate niggers.
It´s about niggers going to live in Africa, Asians in Asia, etc...
Europe and America are white lands!
""Stop Eurabia"" sorry, too late - Germany will capitulate to Islam by 2049 and thats official, seriously.
",8
8_3012,[0],"Buddy in the arab world, they are a great part of history and culture,most been their since the time of the christ,and it is known how indians reject others(Especially muslims)
go to kashmir and see who is Really hated there!
actuallay,all the indian contributions to the world were taken from arabs,Google Al-Biruni.
This Muslim doctor had studied the work of Indians, but discovered many scientific facts that the Indians got wrong.He was like neuton at his time.
",8
8_3013,[0],"If your sister or mom is dating a nigger, slap that bitch!
She must know that her first duty is to protect her race!
Keep Europe and America white!
",8
8_3014,[0],"The days when europe was white and good are gone.
Hitler wanted to protect the white race.
Europe rejected him.
",8
8_3015,[0],"Ok, Shut the fuck up.
I am against Islam and against Nazis.
If you are so lazy to read an history book, well here is a little reminder.
Hitler was an ally of Islam.
He never talked against Islam.
And he even had an arab channel transphered into Arabic so that all the Islamic pigs could team up against the Jews.
Man, I thought you Nazis new this much.
Your a moron.
Why don't you go play in some other place and let the smart people destroy Islam the smart way.
",8
8_3016,[0],"hitler was an ally with the christian7vatikan too....but you arent again the christian right...?
such haters are you always stpud how an ass
",8
8_3017,[0],"The UK is slowly dying.
Too many aborted children and contracepted adults.
God's punishment is upon you and no amouts of marching can generate new life and a future.
Support a CATHOLIC STATE......if you don't want the Calipahte....shoved down your neck!!!
",8
8_3018,[0],"@Commenter#5520  you hear the voice of God!
",8
8_3019,[0],"@Commenter#5521 you hear the voice of God!!
",8
8_3020,[0],"Why did 9/11 happen?
Because of American funding for Israel.
Everything that's happened in this nonsense is because of Israel, exporting its own personal war against Muslims.
",8
8_3021,[0],"shitslam out of europe !
",8
8_3022,[0],"JEWISH AND CHRISTIAN UNIN KILL PEOPLE IN MUSLIM LANDS...
IF NEXT TARGET IS IRAN AND TURKIYE, SO YOU MUST OPEN NEW PLACES FRO NEW IMMIGRANTS IN WESTERN WORLD...
",8
8_3023,[0],"The military presence of the western countries in the Middle East doesnt have religious motives but economic and strategic (they want to take advantage of the natural resources like oil).They would have done the same even if you were Christians from the beggining.
It is you, the Middle Easterners who turned it into a religious war.
Also,some muslims are escaping to Europe to save themselves from the strict laws of Sharia.Even if the west had no army there,you would still come
",8
8_3024,[0],"Holy Crusade of German Army can stop this
",8
8_3025,[0],"inşallah avrupa birliği kirizden batar açlık ve sefalet avrupada baş gösterir ve türklere kötü davranmanın bedelini öderler
",8
8_3026,[0],"im a turk and i hate all arabs..
",8
8_3027,[0],"the good days when europe was white and virtuous are gone.
Hitler tried to defend the white race, but europe rejected him...
",8
8_3028,[0],"Most of the countries that Hitler invaded were European countries with white population.
WW2 had 60 million casualties in general.
Most of the victims were white..
How exactly do you call that ""defending"" ?
In fact, if Hitler never existed, the European population would have been double in size now if you consider the larger birthrates of those times.
",8
8_3029,[0],"You thing Turks are arabic?
Go read some history books rather than your made-up bible
",8
8_3030,[0],"you stupid idiot bible doesnt say anything about that....fking tard.
",8
8_3031,[0],"I wasn't saying that bible says Turks are Arabic, I was saying that go learn the history of world.
You don't even know who is who.﻿
",8
8_3032,[0],"Turk is a swear word in ottoman?
Look asshole, in ottoman anthems there are a lot of lyrics that has ""turkish people"" ""turks"" ""turk"" blahblah...
And I can give a lot of examples rather than only anthems.
So were we calling ourselves ""thiefs"" ?
Go learn some history.
And stop telling me those bullshit lies you learn from your father, kid.
",8
8_3033,[1],"fuck israel and the muslims kill them all
",8
8_3034,[0],"Typical idiot german :))
",8
8_3035,[0],"allah akbar mohammed jihad!
",8
8_3036,[0],"noob europe islamic fucked europe..
",8
8_3037,[0],"jedno wiem na pewno w Polsce nigdy nie będzie islamu
",8
8_3038,[0],"Fact is that we let Islamic dictators vote in the UN﻿
",8
8_3039,[0],"You stupid fools stop hating islam start hating american gov/illuminati idiots
",8
8_3040,[1],"hahaha, good, Europeans are too stupid, you stupid Europeans are brought them in to Europe, now they breed faster than pigs and becoming the majority and you europeans complain?
Why not just kill them all like Nazi, if not then shut the fuck up and ready to convert, and stop eating Pork from now on!
",8
8_3041,[0],"You're absolutely right.
",8
8_3042,[0],"KEEP EUROPE WHITE!
",8
8_3043,[0],"KOSOVO IS SERBIA FOREVER AND STINKY ALBANIAN JIHAD MUST TO FIGURE OUT THAT FOREVER!!!
WAKE UP MY CHRISTIAN AND WHITE EUROPE !!!!!!
",8
8_3044,[0],"Afrika in nick and everything is clear.
You will be scared of white power.
When you will clean shoes of your white lord, you black slave.
",8
8_3045,[0]," islam best u mother in my bedroom
",8
8_3046,[1],"Just STFU to all racist faggots.
Islam is part of Europe as Judaism is as Christianity is as any other fatih is as long as someone decides to believe in that he/she is free to believe so.
If you're unhappy with that go kill urself, because there will be no war whatsoever.
",8
8_3047,[0],"But violent, ignorant, hateful, and intolerant Islamophobes don't like that and want war and violence, maybe another Holocaust....
",8
8_3048,[0],"You're naive and brainwashed thinking everything is like it should be.
Are not Europeans allowed to feel pride and have their land for themselves?
Not according to you.
When did I say ALL muslims dumbass?
I give all people a chance even if their not from the same race, religion or have the same cultural background.
I feel sorry for you, I really do.
You'll see how this will end, trust me it wont end well.
People are waking up and realizing whats going on.
",8
8_3049,[0],"Europe deserves to be destroyed...
",8
8_3050,[0],"korkunun ecele faydası yok..!
",8
8_3051,[0],"I dont give a Fuck about Euroabia or Arabia or Europ I just whana Live my Life In beautiful Earth and non of u will stop me from enjoing my life, not the muslims nither a Kristians...
Stupid Extremist we are all humans, The war does not sold enithing.
Sory for a bad eng btw im from CROATIA...
",8
8_3052,[0],"Cyprus was part of the Ottoman empire; not Turkey.
Their religion is Greek-Orthodox, and there's a turkish minority there, which of course is muslim.
",8
8_3053,[0],"Are you mad, are you insane lol!!
Turkey is Former Ottoman.
Stop embrass urself.
Ottoman was Turkish!!
It's coming back!
",8
8_3054,[1],"You go die then.
I'll just live my life here at home and ignore all the ""Islamic conspiracy"" theories then.
",8
8_3055,[0],"Polish are always ready to fight for our terrirtory and RELIGION AND RACE!!!
Nobody can change that, we must to unite all chretian countrys and fuck all muslims up!
We aren't like frenchs!
",8
8_3056,[0],"I have a question for you
witch is older Arabic bible or English or other language bible in the world -apart Hebrew-
and you should know that Arabic and Hebrew are cousins ( we have the same letters عبرية - عربية )
we were christian, believed that Jesus is just a prophet and a word sent from Allah, and you were just our followers
but you changed the truth and made him a god
now we are Muslims, and you will follow us agggggain
",8
8_3057,[0],"just look at the rating
it means the third want Islam to dominate Europe
this is today
with time your children will make dislike for this video
",8
8_3058,[0],"Yes you are right, Jesus does not propagate war, but the Islamists take Christian country such as Kosovo and Bosnia, where creating an ethnically pure Islamic countries and terrorist !!!!!
These bastards take what they do not belong to them has ever belonged to, because they are not and will not be European people!
and Christianity is not just propaganda, but one must also defend against the forces of evil called Islam and NWO!!!!!!
For Christianty to death!!!!!
",8
